Doel-soort;LfMD;nrMD;MD;Code;"Jaar/
fase";Domein;Subdomein;Cluster;Leerplandoel;Voorbeelden;Extra toelichting;Diagonale coherentie met andere disciplines
G;4-;1.1.10;4-1.1.10;1.2.GL3.26;L3.;Lezen;Tekstbegrip;Tekstevaluatie;De leerlingen kunnen met ondersteuning verwoorden hoe een tekst aansluit bij het leesdoel.;;;
G;4-;1.1.8;4-1.1.8;1.2.GL3.27;L3.;Lezen;Tekstbegrip;Tekstevaluatie;De leerlingen kunnen met ondersteuning beoordelen of de titel bij de tekst past. ;;;
G;4-;1.1.8;4-1.1.8;1.2.GL3.28;L3.;Lezen;Tekstbegrip;Tekstevaluatie;De leerlingen kunnen met ondersteuning een mening vormen over een tekst en deze mening verklaren, toelichten, aanvullen of herzien.;;;
G;;;;1.2.GL3.29;L3.;Lezen;Tekstbegrip;Tekstinformatie gebruiken;De leerlingen kunnen informatie uit de tekst gebruiken om opdrachten correct uit te voeren.;;;
G;;;;1.2.GL3.30;L3.;Lezen;Tekstbegrip;Tekstinformatie gebruiken;De leerlingen kunnen op basis van de tekst een mondelinge of schriftelijke boodschap produceren die aansluit bij het doel en de inhoud. ;;;
G;4-;1.1.11;4-1.1.11;1.2.GL3.31;L3.;Lezen;Tekstbegrip;Het leesproces reguleren;De leerlingen kunnen met ondersteuning hun leesaanpak aanpassen aan het leesdoel: informeren, instructies geven, overtuigen, genieten.;;;
G;4-;1.1.11;4-1.1.11;1.2.GL3.32;L3.;Lezen;Tekstbegrip;Het leesproces reguleren;De leerlingen kunnen zich met ondersteuning oriënteren op het lezen, tot begrip komen en het lezen bijsturen door aangeleerde leesstrategieën te gebruiken.;een deel van de tekst gericht herlezen, je conclusie vergelijken met je voorkennis...;;
G;4-;1.1.5;4-1.1.5;1.2.GL4.13;L4.;Lezen;Tekstbegrip;Expliciet vermelde informatie vinden;De leerlingen kunnen expliciet vermelde informatie in teksten weergeven in functie van het leesdoel: informeren, instructies geven, overtuigen, genieten.;;;
G;4-;1.1.5;4-1.1.5;1.2.GL4.14;L4.;Lezen;Tekstbegrip;Expliciet vermelde informatie vinden;De leerlingen kunnen met ondersteuning tekststructuurelementen gebruiken om informatie doelgericht te vinden.;titels, alinea’s, tussentitels, legende…;;
G;4-;1.1.6;4-1.1.6;1.2.GL4.15;L4.;Lezen;Tekstbegrip;Eenvoudige conclusies trekken;De leerlingen kunnen met ondersteuning informatie uit verschillende delen van de tekst combineren met behulp van structuuraanduiders (verwijs-, verbindings- en signaalwoorden) om samenhang te begrijpen.;;;
G;4-;1.1.6;4-1.1.6;1.2.GL4.16;L4.;Lezen;Tekstbegrip;Eenvoudige conclusies trekken;De leerlingen kunnen met ondersteuning verbanden leggen in de tekst over het verloop van gebeurtenissen en handelingen zoals plot, opbouw, chronologie en samenhang. ;;;
G;4-;1.1.6;4-1.1.6;1.2.GL4.17;L4.;Lezen;Tekstbegrip;Eenvoudige conclusies trekken;De leerlingen kunnen met ondersteuning inhoudelijke en logische verbanden leggen in de tekst zoals overeenkomsten en verschillen, oorzaak - gevolg, probleem - oplossing, middel - doel, deel - geheel, hoofdpersonages en bijpersonages. ;;;
G;4-;1.1.3;4-1.1.3;1.2.GL4.18;L4.;Lezen;Tekstbegrip;Eenvoudige conclusies trekken;De leerlingen kunnen met ondersteuning de betekenis en functie van tekstelementen zoals illustraties, schema’s of grafieken verklaren in samenhang met de tekstinhoud.;;;
G;4-;1.1.7;4-1.1.7;1.2.GL4.19;L4.;Lezen;Tekstbegrip;Tekstinterpretatie;De leerlingen kunnen verbanden leggen tussen teksten en hun vakspecifieke kennis en voorkennis om betekenis te construeren.;;;
G;4-;1.1.6;4-1.1.6;1.2.GL4.20;L4.;Lezen;Tekstbegrip;Tekstinterpretatie;De leerlingen kunnen informatie uit een tekst combineren om tot een logische conclusie te komen en zo de betekenis van de tekst te begrijpen.;;;
G;4-;1.1.9;4-1.1.9;1.2.GL4.21;L4.;Lezen;Tekstbegrip;Tekstevaluatie;De leerlingen kunnen verwoorden hoe de auteur denkt over het onderwerp van de tekst.;;;
G;4-;1.1.10;4-1.1.10;1.2.GL4.22;L4.;Lezen;Tekstbegrip;Tekstevaluatie;De leerlingen kunnen verwoorden hoe een tekst aansluit bij het leesdoel.;;;
G;4-;1.1.8;4-1.1.8;1.2.GL4.23;L4.;Lezen;Tekstbegrip;Tekstevaluatie;De leerlingen kunnen beoordelen of de titel bij de tekst past. ;;;
G;4-;1.1.8;4-1.1.8;1.2.GL4.24;L4.;Lezen;Tekstbegrip;Tekstevaluatie;De leerlingen kunnen met ondersteuning een mening vormen over een tekst en deze mening verklaren, toelichten, aanvullen of herzien.;;;
G;;;;1.2.GL4.25;L4.;Lezen;Tekstbegrip;Tekstinformatie gebruiken;De leerlingen kunnen met ondersteuning gericht bijkomende informatie zoeken en lezen om het begrip te verdiepen. ;;;
G;;;;1.2.GL4.26;L4.;Lezen;Tekstbegrip;Tekstinformatie gebruiken;De leerlingen kunnen informatie uit de tekst gebruiken om opdrachten correct uit te voeren.;;;
G;;;;1.2.GL4.27;L4.;Lezen;Tekstbegrip;Tekstinformatie gebruiken;De leerlingen kunnen op basis van de tekst een mondelinge of schriftelijke boodschap produceren die aansluit bij het doel en de inhoud. ;;;
G;4-;1.1.11;4-1.1.11;1.2.GL4.28;L4.;Lezen;Tekstbegrip;Het leesproces reguleren;De leerlingen kunnen met ondersteuning hun leesaanpak aanpassen aan het leesdoel: informeren, instructies geven, overtuigen, genieten.;;;
G;4-;1.1.11;4-1.1.11;1.2.GL4.29;L4.;Lezen;Tekstbegrip;Het leesproces reguleren;De leerlingen kunnen zich oriënteren op het lezen, tot begrip komen en het lezen bijsturen door aangeleerde leesstrategieën te gebruiken.;een deel van de tekst gericht herlezen, je conclusie vergelijken met je voorkennis...;;
MD;4-;1.1.5;4-1.1.5;1.2.MD;;Lezen;Tekstbegrip;;De leerlingen kunnen expliciet vermelde informatie in teksten weergeven.;;;
MD;4-;1.1.6;4-1.1.6;1.2.MD;;Lezen;Tekstbegrip;;De leerlingen kunnen informatie uit een tekst combineren om tot een logische conclusie te komen.;;;
MD;4-;1.1.7;4-1.1.7;1.2.MD;;Lezen;Tekstbegrip;;De leerlingen kunnen verbanden leggen tussen teksten en hun vakspecifieke kennis en voorkennis.;;;
MD;4-;1.1.8;4-1.1.8;1.2.MD;;Lezen;Tekstbegrip;;De leerlingen kunnen beoordelen of de titel bij de tekst past.;;;
MD;4-;1.1.9;4-1.1.9;1.2.MD;;Lezen;Tekstbegrip;;De leerlingen kunnen verwoorden hoe de auteur denkt over het onderwerp van de tekst.;;;
MD;4-;1.1.10;4-1.1.10;1.2.MD;;Lezen;Tekstbegrip;;De leerlingen kunnen verwoorden hoe een tekst aansluit bij het leesdoel.;;;
MD;4-;1.1.11;4-1.1.11;1.2.MD;;Lezen;Tekstbegrip;;De leerlingen kunnen zich oriënteren op het lezen, tot begrip komen en het lezen bijsturen door aangeleerde leesstrategieën te gebruiken.;;;
G;6-;1.1.3;6-1.1.3;1.2.GL5.4;L5.;Lezen;Tekstbegrip;Expliciet vermelde informatie vinden;De leerlingen kunnen expliciete en impliciete informatie uit een tekst selecteren in functie van het leesdoel: informeren, instructies geven, overtuigen, genieten.;;;
G;6-;1.1.3;6-1.1.3;1.2.GL5.5;L5.;Lezen;Tekstbegrip;Expliciet vermelde informatie vinden;De leerlingen kunnen tekststructuurelementen gebruiken om informatie doelgericht te vinden.;titels, alinea’s, tussentitels, legende…;;
G;6-;1.1.3;6-1.1.3;1.2.GL5.6;L5.;Lezen;Tekstbegrip;Eenvoudige conclusies trekken;De leerlingen kunnen informatie uit verschillende delen van de tekst combineren met behulp van structuuraanduiders (verwijs-, verbindings- en signaalwoorden) om samenhang te begrijpen.;;;
G;6-;1.1.3;6-1.1.3;1.2.GL5.7;L5.;Lezen;Tekstbegrip;Eenvoudige conclusies trekken;De leerlingen kunnen verbanden leggen in de tekst over het verloop van gebeurtenissen en handelingen zoals plot, opbouw, chronologie en samenhang. ;;;
G;6-;1.1.3;6-1.1.3;1.2.GL5.8;L5.;Lezen;Tekstbegrip;Eenvoudige conclusies trekken;De leerlingen kunnen inhoudelijke en logische verbanden leggen in de tekst zoals overeenkomsten en verschillen, oorzaak - gevolg, probleem - oplossing, middel - doel, deel - geheel, hoofdpersonages en bijpersonages. ;;;
G;6-;1.1.3;6-1.1.3;1.2.GL5.9;L5.;Lezen;Tekstbegrip;Eenvoudige conclusies trekken;De leerlingen kunnen de betekenis en functie van tekstelementen zoals illustraties, schema’s of grafieken verklaren in samenhang met de tekstinhoud.;;;
G;6-;1.1.4;6-1.1.4;1.2.GL5.10;L5.;Lezen;Tekstbegrip;Tekstinterpretatie;De leerlingen kunnen verbanden leggen tussen teksten en hun vakspecifieke kennis en voorkennis om betekenis te construeren.;;;
G;6-;1.1.3;6-1.1.3;1.2.GL5.11;L5.;Lezen;Tekstbegrip;Tekstinterpretatie;De leerlingen kunnen expliciete en impliciete informatie uit de tekst combineren om tot een logische conclusie te komen en zo de betekenis van de tekst te begrijpen. ;;;
G;6-;1.1.5;6-1.1.5;1.2.GL5.12;L5.;Lezen;Tekstbegrip;Tekstevaluatie;De leerlingen kunnen het standpunt en de visie van de auteur over het onderwerp van de tekst verwoorden. ;;;
G;;;;1.2.GL5.13;L5.;Lezen;Tekstbegrip;Tekstevaluatie;De leerlingen kunnen de betrouwbaarheid van een tekst beoordelen.;;;
G;6-;1.1.5;6-1.1.5;1.2.GL5.14;L5.;Lezen;Tekstbegrip;Tekstevaluatie;De leerlingen kunnen vergelijken hoe verschillende auteurs denken over eenzelfde onderwerp.;;;
G;6-;1.1.6;6-1.1.6;1.2.GL5.15;L5.;Lezen;Tekstbegrip;Tekstevaluatie;De leerlingen kunnen beoordelen hoe een tekst hun standpunt wel of niet beïnvloedt.;;;
G;6-;1.1.6;6-1.1.6;1.2.GL5.16;L5.;Lezen;Tekstbegrip;Tekstevaluatie;De leerlingen kunnen een mening vormen over een tekst en deze mening verklaren, toelichten, aanvullen of herzien.;;;
G;;;;1.2.GL5.17;L5.;Lezen;Tekstbegrip;Tekstinformatie gebruiken;De leerlingen kunnen gericht bijkomende informatie zoeken en lezen om het begrip te verdiepen. ;;;
G;;;;1.2.GL5.18;L5.;Lezen;Tekstbegrip;Tekstinformatie gebruiken;De leerlingen kunnen informatie uit de tekst gebruiken om opdrachten correct uit te voeren.;;;
G;;;;1.2.GL5.19;L5.;Lezen;Tekstbegrip;Tekstinformatie gebruiken;De leerlingen kunnen op basis van de tekst een mondelinge of schriftelijke boodschap produceren die aansluit bij het doel en de inhoud. ;;;
G;6-;1.1.7;6-1.1.7;1.2.GL5.20;L5.;Lezen;Tekstbegrip;Het leesproces reguleren;De leerlingen kunnen met ondersteuning hun leesaanpak aanpassen aan het leesdoel: informeren, instructies geven, overtuigen, genieten.;;;
G;6-;1.1.7;6-1.1.7;1.2.GL5.21;L5.;Lezen;Tekstbegrip;Het leesproces reguleren;De leerlingen kunnen met ondersteuning zich oriënteren op het lezen, tot leesbegrip komen en het lezen bijsturen door indien nodig relevante leesstrategieën te selecteren en te gebruiken.;voorkennis oproepen, voorspellen op basis van tekstkenmerken zoals lay-out, overleggen met anderen over de conclusie, reflecteren over de gebruikte aanpak...;;
G;6-;1.1.3;6-1.1.3;1.2.GL6.4;L6.;Lezen;Tekstbegrip;Expliciet vermelde informatie vinden;De leerling kan expliciete en impliciete informatie uit een tekst selecteren in functie van het leesdoel: informeren, instructies geven, overtuigen, genieten.;;;
G;6-;1.1.3;6-1.1.3;1.2.GL6.5;L6.;Lezen;Tekstbegrip;Expliciet vermelde informatie vinden;De leerling kan tekststructuurelementen gebruiken om informatie doelgericht te vinden.;titels, alinea’s, tussentitels, legende…;;
G;6-;1.1.3;6-1.1.3;1.2.GL6.6;L6.;Lezen;Tekstbegrip;Eenvoudige conclusies trekken;De leerling kan informatie uit verschillende delen van de tekst combineren met behulp van structuuraanduiders (verwijs-, verbindings- en signaalwoorden) om samenhang te begrijpen.;;;
G;6-;1.1.3;6-1.1.3;1.2.GL6.7;L6.;Lezen;Tekstbegrip;Eenvoudige conclusies trekken;De leerling kan verbanden leggen in de tekst over het verloop van gebeurtenissen en handelingen zoals plot, opbouw, chronologie en samenhang. ;;;
G;6-;1.1.3;6-1.1.3;1.2.GL6.8;L6.;Lezen;Tekstbegrip;Eenvoudige conclusies trekken;De leerling kan inhoudelijke en logische verbanden leggen in de tekst zoals overeenkomsten en verschillen, oorzaak - gevolg, probleem - oplossing, middel - doel, deel - geheel, hoofd- en bijpersonages. ;;;
G;6-;1.1.3;6-1.1.3;1.2.GL6.9;L6.;Lezen;Tekstbegrip;Eenvoudige conclusies trekken;De leerling kan de betekenis en functie van tekstelementen zoals illustraties, schema’s of grafieken verklaren in samenhang met de tekstinhoud.;;;
G;6-;1.1.4;6-1.1.4;1.2.GL6.10;L6.;Lezen;Tekstbegrip;Tekstinterpretatie;De leerling kan verbanden leggen tussen teksten en zijn/haar vakspecifieke kennis en voorkennis om betekenis te construeren.;;;
G;6-;1.1.3;6-1.1.3;1.2.GL6.11;L6.;Lezen;Tekstbegrip;Tekstinterpretatie;De leerling kan expliciete en impliciete informatie uit de tekst combineren om tot een logische conclusie te komen en zo de betekenis van de tekst te begrijpen. ;;;
G;6-;1.1.5;6-1.1.5;1.2.GL6.12;L6.;Lezen;Tekstbegrip;Tekstevaluatie;De leerling kan het standpunt en de visie van de auteur over het onderwerp van de tekst verwoorden. ;;;
G;;;;1.2.GL6.13;L6.;Lezen;Tekstbegrip;Tekstevaluatie;De leerling kan de betrouwbaarheid van een tekst beoordelen.;;;
G;6-;1.1.5;6-1.1.5;1.2.GL6.14;L6.;Lezen;Tekstbegrip;Tekstevaluatie;De leerling kan vergelijken hoe verschillende auteurs denken over eenzelfde onderwerp.;;;
G;6-;1.1.6;6-1.1.6;1.2.GL6.15;L6.;Lezen;Tekstbegrip;Tekstevaluatie;De leerling kan beoordelen hoe een tekst zijn standpunt wel of niet beïnvloedt.;;;
G;6-;1.1.6;6-1.1.6;1.2.GL6.16;L6.;Lezen;Tekstbegrip;Tekstevaluatie;De leerling kan een mening vormen over een tekst en deze mening verklaren, toelichten, aanvullen of herzien.;;;
G;;;;1.2.GL6.17;L6.;Lezen;Tekstbegrip;Tekstinformatie gebruiken;De leerling kan gericht bijkomende informatie zoeken en lezen om het begrip te verdiepen. ;;;
G;;;;1.2.GL6.18;L6.;Lezen;Tekstbegrip;Tekstinformatie gebruiken;De leerling kan informatie uit de tekst gebruiken om opdrachten correct uit te voeren.;;;
G;;;;1.2.GL6.19;L6.;Lezen;Tekstbegrip;Tekstinformatie gebruiken;De leerling kan op basis van de tekst een mondelinge of schriftelijke boodschap produceren die aansluit bij het doel en de inhoud. ;;;
G;6-;1.1.7;6-1.1.7;1.2.GL6.20;L6.;Lezen;Tekstbegrip;Het leesproces reguleren;De leerling kan zijn/haar leesaanpak aanpassen aan het leesdoel: informeren, instructies geven, overtuigen, genieten.;;;
G;6-;1.1.7;6-1.1.7;1.2.GL6.21;L6.;Lezen;Tekstbegrip;Het leesproces reguleren;De leerling kan zich oriënteren op het lezen, tot leesbegrip komen en het lezen bijsturen door indien nodig relevante leesstrategieën te selecteren en te gebruiken.;voorkennis oproepen, voorspellen op basis van tekstkenmerken zoals lay-out, overleggen met anderen over de conclusie, reflecteren over de gebruikte aanpak...;;
MD;6-;1.1.3;6-1.1.3;1.2.MD;;Lezen;Tekstbegrip;;De leerling kan expliciete en impliciete informatie uit een tekst combineren om tot een logische conclusie te komen.;;;
MD;6-;1.1.4;6-1.1.4;1.2.MD;;Lezen;Tekstbegrip;;De leerling kan verbanden leggen tussen teksten en zijn/haar vakspecifieke kennis en voorkennis.;;;
MD;6-;1.1.5;6-1.1.5;1.2.MD;;Lezen;Tekstbegrip;;De leerling kan vergelijken hoe verschillende auteurs denken over eenzelfde onderwerp.;;;
MD;6-;1.1.6;6-1.1.6;1.2.MD;;Lezen;Tekstbegrip;;De leerling kan beoordelen hoe een tekst zijn/haar standpunt wel of niet beïnvloedt.;;;
MD;6-;1.1.7;6-1.1.7;1.2.MD;;Lezen;Tekstbegrip;;De leerling kan zich oriënteren op het lezen, tot leesbegrip komen en het lezen bijsturen door indien nodig relevante leesstrategieën te selecteren en te gebruiken.;;;
P;;1.1.10;1.1.10;1.2.PF3.6;F3.;Lezen;Tekstsoorten en tekstconventies;;De leerling kan het boek juist oriënteren bij het voorlezen of meekijken naar de prenten.;Boven/onder – van voor naar achter;;
P;;1.1.11;1.1.11;1.2.PF3.7;F3.;Lezen;Tekstsoorten en tekstconventies;;De leerling beleeft plezier aan voorlezen en zintuiglijk beleven van verhalen.;;;
P;;1.1.11;1.1.11;1.2.PF3.8;F3.;Lezen;Tekstsoorten en tekstconventies;;De leerling reageert op betekenisvolle woorden uit het verhaal.;Tonen op een prent, nadoen, uitbeelden, geluid maken.;;
G;K-;1.1.10;K-1.1.10;1.2.GJK.25;JK.;Lezen;Tekstsoorten en tekstconventies;Conventies en kenmerken van teksten;De leerlingen kunnen waarnemen dat tekst in leesrichting van voor naar achter verloopt.;;;
G;K-;1.1.10;K-1.1.10;1.2.GJK.26;JK.;Lezen;Tekstsoorten en tekstconventies;Conventies en kenmerken van teksten;De leerlingen kunnen waarnemen dat teksten iets vertellen en beelden iets tonen.;;;
G;K-;1.1.11;K-1.1.11;1.2.GJK.27;JK.;Lezen;Tekstsoorten en tekstconventies;Soorten teksten;De leerlingen kunnen waarnemen dat teksten een doel hebben: iets doen.;;;
G;K-;1.1.11;K-1.1.11;1.2.GJK.28;JK.;Lezen;Tekstsoorten en tekstconventies;Soorten teksten;De leerlingen kunnen waarnemen dat teksten een doel hebben: genieten.;;;
G;K-;1.1.10;K-1.1.10;1.2.GK2.31;K2.;Lezen;Tekstsoorten en tekstconventies;Conventies en kenmerken van teksten;De leerlingen kunnen met ondersteuning tonen dat ze de leesrichting van voor naar achter en van boven naar onder begrijpen.;;;
G;K-;1.1.10;K-1.1.10;1.2.GK2.32;K2.;Lezen;Tekstsoorten en tekstconventies;Conventies en kenmerken van teksten;De leerlingen kunnen met ondersteuning het onderscheid maken tussen tekst en beeld.;;;
G;K-;1.1.11;K-1.1.11;1.2.GK2.33;K2.;Lezen;Tekstsoorten en tekstconventies;Soorten teksten;De leerlingen kunnen waarnemen dat teksten een doel hebben: iets onthouden.;;;
G;K-;1.1.11;K-1.1.11;1.2.GK2.34;K2.;Lezen;Tekstsoorten en tekstconventies;Soorten teksten;De leerlingen kunnen met ondersteuning tonen dat teksten een doel hebben: iets doen. ;;;
G;K-;1.1.11;K-1.1.11;1.2.GK2.35;K2.;Lezen;Tekstsoorten en tekstconventies;Soorten teksten;De leerlingen kunnen met ondersteuning tonen dat teksten een doel hebben: genieten.;;;
G;K-;1.1.10;K-1.1.10;1.2.GK3.24;K3.;Lezen;Tekstsoorten en tekstconventies;Conventies en kenmerken van teksten;De leerlingen kunnen tonen dat ze de leesrichting van tekst begrijpen: van voor naar achter, van boven naar onder en van links naar rechts.;;;
G;K-;1.1.10;K-1.1.10;1.2.GK3.25;K3.;Lezen;Tekstsoorten en tekstconventies;Conventies en kenmerken van teksten;De leerlingen kunnen tonen dat ze de volgende tekstconventies en -kenmerken begrijpen: samenhang tussen eenvoudige tekst en duidelijke beelden. ;De leraar leest: 'De kat zit op het dak.' De leerling kijkt naar de afbeelding en ziet een kat op een dak. Het beeld en de tekst passen samen.;;
G;K-;1.1.10;K-1.1.10;1.2.GK3.26;K3.;Lezen;Tekstsoorten en tekstconventies;Conventies en kenmerken van teksten;De leerlingen kunnen interpunctie waarnemen.;;;
G;K-;1.1.10;K-1.1.10;1.2.GK3.27;K3.;Lezen;Tekstsoorten en tekstconventies;Conventies en kenmerken van teksten;De leerlingen kunnen verschillende lettertypes en lettergroottes waarnemen.;;;
G;K-;1.1.10;K-1.1.10;1.2.GK3.28;K3.;Lezen;Tekstsoorten en tekstconventies;Conventies en kenmerken van teksten;De leerlingen kunnen de opbouw van een tekst in zinnen en woorden waarnemen.;;;
G;K-;1.1.11;K-1.1.11;1.2.GK3.29;K3.;Lezen;Tekstsoorten en tekstconventies;Soorten teksten;De leerlingen kunnen tonen dat teksten een doel hebben: iets onthouden.;;;
G;K-;1.1.11;K-1.1.11;1.2.GK3.30;K3.;Lezen;Tekstsoorten en tekstconventies;Soorten teksten;De leerlingen kunnen tonen dat teksten een doel hebben: iets doen.;;;
G;K-;1.1.11;K-1.1.11;1.2.GK3.31;K3.;Lezen;Tekstsoorten en tekstconventies;Soorten teksten;De leerlingen kunnen tonen dat teksten een doel hebben: genieten. ;;;
MD;K-;1.1.10;K-1.1.10;1.2.MD;;Lezen;Tekstsoorten en tekstconventies;;De leerlingen kunnen  tonen dat ze de volgende tekstconventies begrijpen: inzicht in leesrichting, onderscheid tekst en beeld, congruentie tussen tekst en beeld.;;;
MD;K-;1.1.11;K-1.1.11;1.2.MD;;Lezen;Tekstsoorten en tekstconventies;;De leerlingen kunnen  tonen dat teksten een doel hebben: iets onthouden, iets doen, genieten.;;;
G;4-;1.1.12;4-1.1.12;1.2.GL1.36;L1.;Lezen;Tekstsoorten en tekstconventies;Conventies en kenmerken van teksten;De leerlingen kunnen met ondersteuning congruentie tussen tekst en beeld waarnemen.;De leraar leest: 'De kat zit op het dak.' De leerling kijkt naar de afbeelding en ziet een kat op een dak. Het beeld en de tekst passen samen.;;
G;4-;1.1.12;4-1.1.12;1.2.GL1.37;L1.;Lezen;Tekstsoorten en tekstconventies;Conventies en kenmerken van teksten;De leerlingen kunnen het gebruik van interpunctie (punt, vraagteken, uitroepteken) waarnemen.;;;
G;4-;1.1.12;4-1.1.12;1.2.GL1.38;L1.;Lezen;Tekstsoorten en tekstconventies;Conventies en kenmerken van teksten;De leerlingen kunnen het gebruik van hoofdletters bij het begin van een nieuwe zin waarnemen.;;;
G;4-;1.1.12;4-1.1.12;1.2.GL1.39;L1.;Lezen;Tekstsoorten en tekstconventies;Conventies en kenmerken van teksten;De leerlingen kunnen het gebruik van structuuraanduiders (verwijs-, verbindings- en signaalwoorden) waarnemen.;hij, die, mijn, nu, daar, eerst, wanneer, als, dus…;;
G;4-;1.1.12;4-1.1.12;1.2.GL1.40;L1.;Lezen;Tekstsoorten en tekstconventies;Conventies en kenmerken van teksten;De leerlingen kunnen het gebruik van titels waarnemen.;;;
G;4-;1.1.13;4-1.1.13;1.2.GL1.41;L1.;Lezen;Tekstsoorten en tekstconventies;Soorten teksten;De leerlingen kunnen tonen dat teksten een doel hebben: informeren.;Doel van een verslag, weerbericht…;;
G;4-;1.1.13;4-1.1.13;1.2.GL1.42;L1.;Lezen;Tekstsoorten en tekstconventies;Soorten teksten;De leerlingen kunnen tonen dat teksten een doel hebben: instructies geven.;Doel van een recept, spelhandleiding…;;
G;4-;1.1.13;4-1.1.13;1.2.GL1.43;L1.;Lezen;Tekstsoorten en tekstconventies;Soorten teksten;De leerlingen kunnen tonen dat teksten een doel hebben: overtuigen.;Doel van reclame, uitnodiging…;;
G;4-;1.1.13;4-1.1.13;1.2.GL1.44;L1.;Lezen;Tekstsoorten en tekstconventies;Soorten teksten;De leerlingen kunnen tonen dat teksten een doel hebben: genieten.;Doel van een verhaal, verslag van een beleving…;;
G;4-;1.1.12;4-1.1.12;1.2.GL2.38;L2.;Lezen;Tekstsoorten en tekstconventies;Conventies en kenmerken van teksten;De leerlingen kunnen lay-out waarnemen.;;;
G;4-;1.1.12;4-1.1.12;1.2.GL2.39;L2.;Lezen;Tekstsoorten en tekstconventies;Conventies en kenmerken van teksten;De leerlingen kunnen congruentie tussen tekst en beeld waarnemen.;De leraar leest: 'De kat zit op het dak.' De leerling kijkt naar de afbeelding en ziet een kat op een dak. Het beeld en de tekst passen samen.;;
G;4-;1.1.12;4-1.1.12;1.2.GL2.40;L2.;Lezen;Tekstsoorten en tekstconventies;Conventies en kenmerken van teksten;De leerlingen kunnen tonen dat ze de volgende tekstconventie begrijpen: het gebruik van interpunctie (punt, vraagteken, uitroepteken).;;;
G;4-;1.1.12;4-1.1.12;1.2.GL2.41;L2.;Lezen;Tekstsoorten en tekstconventies;Conventies en kenmerken van teksten;De leerlingen kunnen tonen dat ze de volgende tekstconventie begrijpen: het gebruik van hoofdletters bij het begin van een nieuwe zin.;;;
G;4-;1.1.12;4-1.1.12;1.2.GL2.42;L2.;Lezen;Tekstsoorten en tekstconventies;Conventies en kenmerken van teksten;De leerlingen kunnen tonen dat ze de volgende tekstconventies en -kenmerken begrijpen: gebruik van structuuraanduiders (verwijs-, verbindings- en signaalwoorden).;hij, die, mijn, nu, daar, eerst, wanneer, als, dus…;;
G;4-;1.1.12;4-1.1.12;1.2.GL2.43;L2.;Lezen;Tekstsoorten en tekstconventies;Conventies en kenmerken van teksten;De leerlingen kunnen met ondersteuning tonen dat ze de volgende tekstconventie begrijpen: het gebruik van titels.;;;
G;4-;1.1.12;4-1.1.12;1.2.GL2.44;L2.;Lezen;Tekstsoorten en tekstconventies;Conventies en kenmerken van teksten;De leerlingen kunnen gebruik van tussentitels waarnemen.;;;
G;4-;1.1.12;4-1.1.12;1.2.GL2.45;L2.;Lezen;Tekstsoorten en tekstconventies;Conventies en kenmerken van teksten;De leerlingen kunnen het gebruik van witruimtes waarnemen.;;;
G;4-;1.1.12;4-1.1.12;1.2.GL2.46;L2.;Lezen;Tekstsoorten en tekstconventies;Conventies en kenmerken van teksten;De leerlingen weten dat teksten verschillende tekstkenmerken hebben.;De leerlingen ontdekken dat gedichten vaak bestaan uit korte zinnen en dat op het einde van die zinnen niet altijd een punt staat.;;
G;4-;1.1.13;4-1.1.13;1.2.GL2.47;L2.;Lezen;Tekstsoorten en tekstconventies;Soorten teksten;De leerlingen krijgen inzicht in de doelen van teksten aan de hand van tekstkernmerken: informeren.;Doel van een verslag, weerbericht…;;
G;4-;1.1.13;4-1.1.13;1.2.GL2.48;L2.;Lezen;Tekstsoorten en tekstconventies;Soorten teksten;De leerlingen krijgen inzicht in de doelen van teksten aan de hand van tekstkernmerken: instructies geven.;Doel van een recept, spelhandleiding…;;
G;4-;1.1.13;4-1.1.13;1.2.GL2.49;L2.;Lezen;Tekstsoorten en tekstconventies;Soorten teksten;De leerlingen krijgen inzicht in de doelen van teksten aan de hand van tekstkernmerken: overtuigen.;Doel van reclame, uitnodiging…;;
G;4-;1.1.13;4-1.1.13;1.2.GL2.50;L2.;Lezen;Tekstsoorten en tekstconventies;Soorten teksten;De leerlingen krijgen inzicht in de doelen van teksten aan de hand van tekstkernmerken: genieten.;Doel van een verhaal, verslag van een beleving…;;
G;4-;1.1.12;4-1.1.12;1.2.GL3.33;L3.;Lezen;Tekstsoorten en tekstconventies;Conventies en kenmerken van teksten;De leerlingen kunnen tonen dat ze weten wat lay-out is.;;;
G;4-;1.1.12;4-1.1.12;1.2.GL3.34;L3.;Lezen;Tekstsoorten en tekstconventies;Conventies en kenmerken van teksten;De leerlingen kunnen tonen dat ze weten wat congruentie tussen tekst en beeld is.;Na het lezen van een tekst met afbeeldingen wijzen de leerlingen aan welk beeld past bij welke informatie uit de tekst.;;
G;4-;1.1.12;4-1.1.12;1.2.GL3.35;L3.;Lezen;Tekstsoorten en tekstconventies;Conventies en kenmerken van teksten;De leerlingen kunnen met ondersteuning tonen dat ze de volgende tekstconventie begrijpen: het gebruik van interpunctie (punt, vraagteken, uitroepteken, komma, dubbele punt, aanhalingsteken).;;;
G;4-;1.1.12;4-1.1.12;1.2.GL3.36;L3.;Lezen;Tekstsoorten en tekstconventies;Conventies en kenmerken van teksten;De leerlingen kunnen tonen dat ze de volgende tekstconventie begrijpen: het gebruik van hoofdletters. ;;;
